2311	1	9	          	1	1	S	0	05-03-2016  08:14:57AM
2312	1	8	          	1	1	S	0	05-03-2016  08:15:28AM
2313	1	19	          	1	1	S	0	05-03-2016  08:17:29AM
2314	1	4	          	1	1	S	0	05-03-2016  08:18:32AM
2315	1	26	          	1	1	S	0	05-03-2016  08:22:14AM
2316	1	5	          	1	1	S	0	05-03-2016  08:23:44AM
2317	1	10	          	1	1	S	0	05-03-2016  08:28:04AM
2318	1	29	          	1	1	E	0	05-03-2016  01:36:31PM
2319	1	29	          	1	1	E	0	05-03-2016  01:36:32PM
2320	1	29	          	1	1	E	0	05-03-2016  05:24:54PM
2321	1	19	          	1	1	E	0	05-03-2016  05:30:02PM
2322	1	5	          	1	1	E	0	05-03-2016  05:30:13PM
2323	1	4	          	1	1	E	0	05-03-2016  05:30:17PM
2324	1	26	          	1	1	E	0	05-03-2016  05:30:27PM
2325	1	10	          	1	1	E	0	05-03-2016  05:30:32PM
2326	1	9	          	1	1	E	0	05-03-2016  05:32:37PM
2327	1	8	          	1	1	E	0	05-03-2016  05:34:06PM
2328	1	8	          	1	1	S	0	05-04-2016  08:21:20AM
2329	1	9	          	1	1	S	0	05-04-2016  08:21:25AM
2330	1	19	          	1	1	S	0	05-04-2016  08:22:16AM
2331	1	4	          	1	1	S	0	05-04-2016  08:22:26AM
2332	1	26	          	1	1	S	0	05-04-2016  08:22:40AM
2333	1	5	          	1	1	S	0	05-04-2016  08:24:31AM
2334	1	10	          	1	1	S	0	05-04-2016  08:28:53AM
2335	1	29	          	1	1	E	0	05-04-2016  01:33:29PM
2336	1	29	          	1	1	E	0	05-04-2016  01:33:30PM
2337	1	29	          	1	1	E	0	05-04-2016  05:24:42PM
2338	1	29	          	1	1	E	0	05-04-2016  05:24:43PM
2339	1	4	          	1	1	E	0	05-04-2016  05:32:44PM
2340	1	5	          	1	1	E	0	05-04-2016  05:33:08PM
2341	1	19	          	1	1	E	0	05-04-2016  05:33:12PM
2342	1	19	          	1	1	E	0	05-04-2016  05:33:15PM
2343	1	26	          	1	1	E	0	05-04-2016  05:33:22PM
2344	1	4	          	1	1	E	0	05-04-2016  05:33:40PM
2345	1	8	          	1	1	E	0	05-04-2016  05:35:16PM
2346	1	3	          	1	1	E	0	05-04-2016  05:38:20PM
2347	1	9	          	1	1	E	0	05-04-2016  05:40:11PM
2348	1	10	          	1	1	E	0	05-04-2016  05:44:56PM
2349	1	9	          	1	1	S	0	05-05-2016  08:25:06AM
2350	1	5	          	1	1	S	0	05-05-2016  08:25:10AM
2351	1	4	          	1	1	S	0	05-05-2016  08:25:13AM
2352	1	19	          	1	1	S	0	05-05-2016  08:25:16AM
2353	1	8	          	1	1	S	0	05-05-2016  08:25:26AM
2354	1	26	          	1	1	S	0	05-05-2016  08:27:41AM
2355	1	10	          	1	1	S	0	05-05-2016  08:28:26AM
2356	1	29	          	1	1	E	0	05-05-2016  01:38:02PM
2357	1	29	          	1	1	E	0	05-05-2016  05:22:28PM
2358	1	10	          	1	1	E	0	05-05-2016  05:32:35PM
2359	1	4	          	1	1	E	0	05-05-2016  05:33:41PM
2360	1	5	          	1	1	E	0	05-05-2016  05:34:06PM
2361	1	19	          	1	1	E	0	05-05-2016  05:36:53PM
2362	1	26	          	1	1	E	0	05-05-2016  05:38:12PM
2363	1	9	          	1	1	E	0	05-05-2016  05:39:40PM
2364	1	8	          	1	1	E	0	05-05-2016  05:42:04PM
2365	1	3	          	1	1	E	0	05-05-2016  05:47:25PM
2366	1	9	          	1	1	S	0	05-06-2016  08:20:49AM
2367	1	19	          	1	1	S	0	05-06-2016  08:20:55AM
2368	1	4	          	1	1	S	0	05-06-2016  08:20:59AM
2369	1	8	          	1	1	S	0	05-06-2016  08:21:03AM
2370	1	26	          	1	1	S	0	05-06-2016  08:23:52AM
2371	1	10	          	1	1	S	0	05-06-2016  08:25:09AM
2372	1	8	          	1	1	S	0	05-06-2016  08:25:46AM
2373	1	5	          	1	1	S	0	05-06-2016  08:27:22AM
2374	1	29	          	1	1	E	0	05-06-2016  01:41:55PM
2375	1	5	          	1	1	E	0	05-06-2016  03:30:06PM
2376	1	3	          	1	1	E	0	05-06-2016  03:30:09PM
2377	1	4	          	1	1	E	0	05-06-2016  05:30:21PM
2378	1	8	          	1	1	E	0	05-06-2016  05:30:27PM
2379	1	26	          	1	1	E	0	05-06-2016  05:30:34PM
2380	1	10	          	1	1	E	0	05-06-2016  05:30:57PM
2381	1	19	          	1	1	E	0	05-06-2016  05:31:14PM
2382	1	29	          	1	1	E	0	05-06-2016  05:40:08PM
2383	1	29	          	1	1	E	0	05-06-2016  05:40:08PM
2384	1	9	          	1	1	E	0	05-06-2016  06:04:46PM
2385	1	9	          	1	1	S	0	05-09-2016  08:22:41AM
2386	1	5	          	1	1	S	0	05-09-2016  08:22:48AM
2387	1	4	          	1	1	S	0	05-09-2016  08:22:52AM
2388	1	19	          	1	1	S	0	05-09-2016  08:22:56AM
2389	1	8	          	1	1	S	0	05-09-2016  08:23:05AM
2390	1	26	          	1	1	S	0	05-09-2016  08:24:31AM
2391	1	29	          	1	1	S	0	05-09-2016  08:28:40AM
2392	1	29	          	1	1	S	0	05-09-2016  08:28:41AM
2393	1	10	          	1	1	S	0	05-09-2016  08:30:12AM
2394	1	1	Virgil M  	1	1	E	0	05-09-2016  01:42:13PM
2395	1	30	          	1	1	E	0	05-09-2016  01:43:20PM
2396	1	30	          	1	1	E	0	05-09-2016  01:43:23PM
2397	1	30	          	1	1	E	0	05-09-2016  01:43:26PM
2398	1	29	          	1	1	E	0	05-09-2016  02:31:15PM
2399	1	29	          	1	1	E	0	05-09-2016  02:31:16PM
2400	1	30	          	1	1	E	0	05-09-2016  05:07:08PM
2401	1	4	          	1	1	E	0	05-09-2016  05:30:02PM
2402	1	5	          	1	1	E	0	05-09-2016  05:30:45PM
2403	1	3	          	1	1	E	0	05-09-2016  05:30:50PM
2404	1	19	          	1	1	E	0	05-09-2016  05:31:05PM
2405	1	19	          	1	1	E	0	05-09-2016  05:31:09PM
2406	1	8	          	1	1	E	0	05-09-2016  05:33:29PM
2407	1	26	          	1	1	E	0	05-09-2016  05:35:52PM
2408	1	10	          	1	1	E	0	05-09-2016  05:37:17PM
2409	1	9	          	1	1	E	0	05-09-2016  05:41:53PM
2410	1	9	          	1	1	S	0	05-10-2016  08:24:21AM
2411	1	8	          	1	1	S	0	05-10-2016  08:24:36AM
2412	1	4	          	1	1	S	0	05-10-2016  08:24:51AM
2413	1	10	          	1	1	S	0	05-10-2016  08:26:28AM
2414	1	19	          	1	1	S	0	05-10-2016  08:26:38AM
2415	1	26	          	1	1	S	0	05-10-2016  08:27:19AM
2416	1	5	          	1	1	S	0	05-10-2016  08:28:55AM
2417	1	29	          	1	1	S	0	05-10-2016  08:30:03AM
2418	1	29	          	1	1	S	0	05-10-2016  08:30:04AM
2419	1	30	          	1	1	E	0	05-10-2016  01:32:51PM
2420	1	29	          	1	1	E	0	05-10-2016  02:35:23PM
2421	1	29	          	1	1	E	0	05-10-2016  02:35:24PM
2422	1	30	          	1	1	E	0	05-10-2016  05:11:57PM
2423	1	30	          	1	1	E	0	05-10-2016  05:11:57PM
